section,part,page,category,block_summary,text
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,57,plain text,,o Services Provided: Home Visiting Program
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,57,plain text,,· Foster Assessment Center and Testing Services (FACTS)
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,57,plain text,,o Services provided directly through EQUUS
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,57,plain text,,"(EXPRT), Subsidized Employment, Job Skills, GED Academy, Cell-Ed, Employment Support, Resource Room, etc."
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,57,page number,,58
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,58,title,,2. Are any barrier removal service providers co-located at CWD offices? If so describe.
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,58,title,,Access California
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,58,plain text,,"Medical Services: The Agency and HCA established an agreement that enables Public Health Nurses (PHNs) to be co-located at all Agency CWWTW offices. PHNs assist CalWORKs clients with overcoming medical barriers that may affect participation in WTW services. Clients who are mandatory or voluntary WTW participants (or who meet “Extraordinary Circumstances"") may obtain assistance with medical, developmental (for children), emotional, pregnancy, or substance use related concerns."
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,58,plain text,,"Domestic Abuse Services: All Agency CWWTW offices have Domestic Abuse Services Units (DASU). If a client discloses current or past domestic abuse to their assigned worker and agrees to be referred to DASU, the assigned worker completes a referral and sends it to the DASU unit."
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,58,plain text,,"Behavioral Health Services: HCA-contracted providers are co-located at all Agency CWWTW offices to assist clients with depression, anxiety,anger, grief, domestic violence, parenting issues, stress, trauma, drug/alcohol abuse, and other mental health or substance abuse issues. If a client is interested in behavioral health services, the caseworker refers the client to Behavioral Health Services."
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,58,plain text,,o Services Provided:Behavioral Health Services and Substance Abuse Services
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,58,plain text,,。 Services Provided: Refugee Social Services
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,58,plain text,,o Services provided directly through provider
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,58,plain text,,o Services provided directly through provider
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,58,plain text,,"o 631 S. Brookhurst Street, Suite 107, Anaheim, CA 92804"
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,58,plain text,,o Public Consulting Group Offices
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,58,plain text,,o Services provided through various locations with employers
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,58,plain text,,· Public Consulting Group (PCG)
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,58,plain text,,"o Services Provided: Vocational Training, Workforce Experience"
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,58,plain text,,All Agency CW/WTW offices have co-located barrier removal services providers
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,58,plain text,,· Anaheim/Santa Ana Workforce Development Board
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,58,plain text,,o Services provided through Public Health Nurse/BHS Counselors
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,58,plain text,,o Services Provided: Social Security Benefits Advocacy for disabled/exempt Clients
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,58,page number,,59
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,59,title,,3. How are other county-administered programs leveraged to serve barrier removal needs?
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,59,plain text,,"The Agency utilizes the OC Health Care Agency's (HCA) Behavioral Health Services division to provide counseling for clients in need of mental health, substance abuse, or behavior disorder support services. Additionally, HCA's Public Health division provides assistance through Public Health Nurses that assist clients with overcoming medical h barriers."
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,59,plain text,,"Family Resource Centers: All Agency CWWTW offices host a Family Resource Center (FRC) representative once a week. When a WTW participant is approved for Family Stabilization (FS) services, the case manager determines if the participant or their family could benefit from FRC services and makes a referral to the FRC with the participant's consent. The FRC representative interviews the client, explains available FRC services, and assists the client in connecting with services. All FRCs offer counseling, parenting education, Emergency Assistance, Domestic Violence PEP classes, and community resources and referrals. Some FRCs offer additional services such as nutrition workshops, military family support, and legal advocacy for survivors of domestic violence"
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,59,plain text,,"Integrated Job Services: Integrated Job Services (IJS) are administered through EQUUS and Orange County Asian Pacific Islander Community Alliance (OCAPICA). EQUUS contracted staff are co-located at all Agency CWWTW offices and provide WTW participants with assistance intended to increase a participant's ability to obtain or retain employment. IJS includes career assistance services and the provision of Work from Home equipment. EQUUS also aids with family basic needs, housing, domestic abuse services, and transportation. Case managers complete referrals on behalf of the WTW participant and EQUUS staff meet with the participant to explain and offer available services. Effective January 3, 2023, OCAPICA will provide Post Aid services to former CW/WTW participants."
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,59,plain text,,Children and Family Services: Children and Family Services (CFS) is one of four divisions in the Agency. All Agency CWWTW offices are co-located with CFS staff to provide child safety and family economic stability services for Mutual Clients (clients who have an open CFS case or Child Abuse Registry (CAR) referral and have an open or pending CalWORKs case). The CFS social worker and the CalWORKs case manager work in collaboration to develop the Mutual Client's CFS case plan and WTW plan. Select Agency CW/WTW offices also have co-located CFS emergency response units.
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,59,plain text,,"The Agency has an existing partnership with OC Community Resources' Community services division through the OC Workforce Development Board to provide vocational training and paid work experience opportunities to WTW participants. Additionally, the"
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,59,page number,,60
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,60,title,,4. How are community partnerships leveraged to ensure clients are connected to appropriate services?
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,60,plain text,,"We collaborate often by inviting these partners to provide presentations and attend collaborative meetings to educate and inform our staff of available services within our community as well as the processes to access those services. Conversely, the Agency's Community and Government Relations team participates in community hosted events, provides overviews of services by the Agency and assists in coordinating events with presentations by program SMEs. As a result of the Agency's emphasis on community education and outreach, CW/WTW program presentations are regularly provided to schools, religious institutions, affordable housing providers, external case managers, and other agencies."
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,60,plain text,,"The Agency leverages relationships with other county agencies and partners such as Child Support Services, Health Care Agency, Department of Rehab, OC Housing Authority, Family Resource Centers, community colleges, and adult schools to streamline services and to identify additional resources when needed. For example, the Agency partners with Children's Home Society to ensure seamless transition for Stage 1 to Stage 2 child care."
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,60,plain text,,"In Orange County, all residents have access to 2110C, an online resource search tool with a corresponding call center for assistance. All Agency staff are encouraged to promote the use of the service for support locating resources such as housing, homeless resources, food donations, domestic abuse services, mental health, and other services when client needs are not fully met by CW/WTW."
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,60,plain text,,"Lastly, the Agency has a limited partnership with the OC Office of Care Coordination in the form of warm referrals of clients with major barriers to housing such as CalWORKs households with disabled adults. Unfortunately, due to local housing prioritization rules, CalWORKs clients participating in HSP are considered served by a rapid rehousing program and are not considered for ongoing long-term housing opportunities such as Section 8 housing vouchers."
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,60,plain text,,"All Orange County CWWTW regional offices have resource rooms with free access to PCs and flyers/brochures with available community resources. Additionally, our contracted services providers are trained and expected to connect clients to community resources when services are not provided by the Agency or contractor by leveraging professional relationships with other partners."
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,60,plain text,,Agency partners with workforce development boards of Anaheim and Santa Ana's (the two largest cities in Orange County).
Section 3. Barrier Removal Services,Part 4. Working with Service Providers,60,page number,,61
Section 3. Barrier Removal Services,Part 5. Staff Training,61,plain text,,"The Domestic Abuse Services Units (DASU) are comprised of Senior Social Workers (SSW), Specialized Case Managers (CM) and Intake/Continuing Employment and Eligibility Specialists (IEES/CEES). This specialized unit maintains close ongoing communication and collaboration to identify and deliver effective services necessary to address the sensitive needs of domestic abuse victims and their families. Participation in WTW activities is encouraged to the fullest extent of the individual's abilities."
Section 3. Barrier Removal Services,Part 5. Staff Training,61,plain text,,"Waiver of certain CalWORKs and WTW program requirements can be allowed on a temporary, case-by-case basis, as long as the domestic abuse prevents the participant from obtaining employment or fully participating in WTW activities. When an individual, whose WTW plan includes participation in domestic abuse activities, fails or refuses to comply with requirements of the WTW program, the DASU CM will determine if good C cause exists."
Section 3. Barrier Removal Services,Part 5. Staff Training,61,plain text,,"The Family Stabilization (FS) Specialized Units are comprised of CMs and IEESs/CEESs. The FS program is designed to ensure a basic level of stability within a family prior to, or concurrently with, participation in WTW activities. Individuals may participate in the FS program to overcome an emergency that is destabilizing their family and impairing their ability to participate in WTW. FS is a voluntary component of the WTW program intended to provide needed services and interventions to assist families facing crisis or difficult circumstances. A qualifying crisis or situation could be homelessness (or imminent risk of homelessness), domestic violence, and untreated or undertreated behavioral needs (mental health, substance abuse, child-related or parenting issues). FS participants will receive intensive case management support. The specialized CM will work closely with FS participants to evaluate the extent of the family's crisis or situation in order to provide appropriate and timely services and/or referrals to County and community-based re resources."
Section 3. Barrier Removal Services,Part 5. Staff Training,61,plain text,,"Counseling and treatment programs, and/or other activities designed to address domestic abuse issues, enables the participant to move toward employment and self-sufficiency. The ability of, and extent to which, an individual is capable of participating in WTW activities will be based on an individual assessment completed by the DASU SSW, and re-evaluated during monthly contacts between the participant, DASU SSW, and DASU CM."
Section 3. Barrier Removal Services,Part 5. Staff Training,61,plain text,,"Orange County has specialized units for Domestic Abuse, Family Stabilization, Mutual Clients, and Cal-Learn."
Section 3. Barrier Removal Services,Part 5. Staff Training,61,plain text,,Part 5. Staff Training
Section 3. Barrier Removal Services,Part 5. Staff Training,61,plain text,,1. Does the CWD have specialized staff that work with clients with significant barriers?
Section 3. Barrier Removal Services,Part 5. Staff Training,61,page number,,62
Section 3. Barrier Removal Services,Part 5. Staff Training,62,title,,2. What types of training are provided?
Section 3. Barrier Removal Services,Part 5. Staff Training,62,plain text,,"Trainings on domestic abuse, substance abuse, mental health, and learning disabilities, are part of our in-house CalWORKs Intensive Induction Training, Case Manager Intensive Induction Training, and also part of CalWORKs 2.0 training. They include topics such as warning signs, patterns, victim body language, safety plans, intensive case management, and communicating with sensitivity."
Section 3. Barrier Removal Services,Part 5. Staff Training,62,plain text,,"The Cal-Learn Specialized Units are comprised of FSS CMs, Adolescent Family Life Program (AFLP) CMs, and CEESs. The purpose of the Cal-Learn Program is to reduce the chances of long-term welfare dependency by serving and pregnant custodial/parenting teen parents under the age of 19 who have not obtained a high school diploma or equivalent and are receiving CalWORKs. In Orange County, both the CWD Agency and the Health Care Agency (HCA) work closely together to administer the Cal- Learn program.( Cal-Learn CMs provide assistance to teen parents to obtain the educational services necessary to earn a high school diploma or its equivalent, identify the need for and method of providing supportive services, develop a case plan to assist the teen parent to graduate from high school or its equivalent, and evaluate for program exemptions, deferrals, good cause, bonuses, and sanctions."
Section 3. Barrier Removal Services,Part 5. Staff Training,62,plain text,,"The Mutual Client Specialized Units are comprised of FSS CMs, Children and Family Services CMs, CEESs, and CW Eligibility Technicians. Mutual Clients have both an open child welfare case or referral and an open or pending CalWORKs case. Collaboration between CFS and FSS ensures coordinated case planning necessary to assist Mutual Clients in overcoming interconnected issues such as poverty and child maltreatment. This is achieved through early identification of qualifying cases coupled with early coordination of services between CFS and FSS through attending Multi-Disciplinary Team meetings, ongoing communication and collaboration, and co-location of CalWORKs staff at CFS facility. Early coordination and collaboration are beneficial to both the Agency and Mutual Clients through reduced duplication of effort, more streamlined access to services, and consistent expectations for clients navigating the CalWORKs and Child Welfare systems."
Section 3. Barrier Removal Services,Part 5. Staff Training,62,plain text,,"These trainings are provided in-house as well as through guest speakers from our partners such as Foster Assessment, Behavioral Health Services, and Children and Family Services."
Section 3. Barrier Removal Services,Part 5. Staff Training,62,plain text,,"Please refer to the trainings discussed in Section 1, Part 3, Question 3 for additional information."
Section 3. Barrier Removal Services,Part 5. Staff Training,62,page number,,63
Section 3. Barrier Removal Services,Part 5. Staff Training,63,title,,3. How are CWD staff trained to talk with clients about barrier removal services?
Section 3. Barrier Removal Services,Part 5. Staff Training,63,title,,4. What steps are taken to help staff manage secondary + trauma/compassion fatigue?
Section 3. Barrier Removal Services,Part 5. Staff Training,63,plain text,,"Using OCAT, case managers conduct a high-level needs assessment and evaluate for participants potential barriers and make appropriate referral(s) for supportive/employment services and address barriers as identified. Conducting an interactive and productive Appraisal is part of Case Manager Intensive Induction Training curriculum."
Section 3. Barrier Removal Services,Part 5. Staff Training,63,plain text,,"All Orange County employees have access to the County's Employee Assistance Program which provides free, confidential benefits that can assist employees with personal or work-related problems before they adversely affect their health or job performance, including dealing with secondary trauma and compassion fatigue."
Section 3. Barrier Removal Services,Part 5. Staff Training,63,plain text,,Specialized caseworkers working with clients with significant barriers receive additional training during the CalWORKs Intensive Inductive Training modules related to CW 2.0. This training addresses how to talk with clients about barrier removal services and submitting appropriate referrals.
Section 3. Barrier Removal Services,Part 5. Staff Training,63,plain text,,"Prior to COVID-19, specialized case managers received formalized secondary trauma instruction. This workshop was facilitated by a subject matter expert on secondary trauma. The topics discussed included: identifying secondary trauma, compassion fatigue, a group discussion on case manager experiences with high barrier clients, and methods of self-care."
Section 3. Barrier Removal Services,Part 5. Staff Training,63,plain text,,"Caseworkers are instructed to talk with clients about barrier removal services through utilization of CalWORKs 2.0 Tools, motivational interviewing, OCAT Appraisal etc."
Section 3. Barrier Removal Services,Part 5. Staff Training,63,page number,,64
Section 4. Initial Engagement Analysis,Part 1. Initial Engagement Analysis,64,title,,Section 4. Initial Engagement Analysis
Section 4. Initial Engagement Analysis,Part 1. Initial Engagement Analysis,64,title,,2. Identify any emerging trends in the measures. What inferences can be drawn?
Section 4. Initial Engagement Analysis,Part 1. Initial Engagement Analysis,64,plain text,,". The First Activity Attendance Rate was overall higher than statewide average, with a high of 82.7% in August 2021 (33.4% higher than statewide average) and a low of 67.0% in April 2021 (18.4% higher than statewide average). From April 2021 to September 2021, Orange County's First Activity Attendance Rate (74.8% average) trended upward. During the same period, the State's rate (48.2% average) dipped and returned slightly above April's rate."
Section 4. Initial Engagement Analysis,Part 1. Initial Engagement Analysis,64,plain text,,"Based on analysis of the Performance Measures Trend Report for Orientation Attendance Rate and OCAT/Appraisal Rate for the period of July 2021 through December 2021, and for First Activity Attendance Rate for the period of April 2021, through September 2021, Orange County's performance is as follows:"
Section 4. Initial Engagement Analysis,Part 1. Initial Engagement Analysis,64,plain text,,"The OCAT/Appraisal Timeliness Rate was overall higher than statewide average, with a highest rate of 48.9% in October 2021 (23.9% higher than statewide average) and the lowest of 40.5% in December 2021 (17% higher than statewide average). From July 2021 to December 2021, Orange County's OCAT/Appraisal Timeliness Rate (44.1% average) increased and then returned to slightly below July’s rate. The State's rate (25.4% average) initially increased; however, the rate began dropping below average in October 2021."
Section 4. Initial Engagement Analysis,Part 1. Initial Engagement Analysis,64,plain text,,". The Orientation Attendance Rate was overall higher than statewide average, with a highest rate of 80.5% in July 2021 (30.1% higher than statewide average), and the lowest of 66.5% in October 2021 (12.2% higher than statewide average). From July 2021 to December 2021, Orange County's Orientation Attendance Rate (71.5% average) trended downward compared to the State's rate (53.4% average) which trended upward, peaking in September 2021"
Section 4. Initial Engagement Analysis,Part 1. Initial Engagement Analysis,64,plain text,,Part 1. Initial Engagement Analysis
Section 4. Initial Engagement Analysis,Part 1. Initial Engagement Analysis,64,plain text,,"1. Compare performance to data baselines and, for process n measures, to target thresholds (not applicable during first Cal-OAR process)."
Section 4. Initial Engagement Analysis,Part 1. Initial Engagement Analysis,64,plain text,,Not applicable during the 2021-2026 Cal-OAR cycle e.
Section 4. Initial Engagement Analysis,Part 1. Initial Engagement Analysis,64,page number,,65
Section 4. Initial Engagement Analysis,Part 1. Initial Engagement Analysis,65,title,,"3. What factors may have contributed to the CWD performance on these measures? Consider both strengths and challenges, both internal and external to the CWD"
Section 4. Initial Engagement Analysis,Part 1. Initial Engagement Analysis,65,plain text,,"Additionally, monthly report monitoring attributed to the increase of our Initial Engagement performance measures, CWWTW administrators and supervisors regularly review reports to ensure clients are being connected to case managers and services promptly after CalWORKs approval. As a response to COVID-19, the Agency enhanced access to virtual Orientation, virtual OCAT/Appraisal Interviews, online activities, e-forms, and laptops which provided ample flexibility"
Section 4. Initial Engagement Analysis,Part 1. Initial Engagement Analysis,65,plain text,,"Multiple focus groups noted that clients often struggle to find reliable child care within a short period of time. Issues of overwhelming paperwork, the need for a ""documented"" child care provider, and selecting a close relative as a cultural preference to care for a child are all noted barriers"
Section 4. Initial Engagement Analysis,Part 1. Initial Engagement Analysis,65,plain text,,"The COVID-19 public health emergency created various challenges. Prior to the development of our pandemic response and operation safety plans, we experienced issues with contacting and engaging clients using virtual services due to lack of access to technology on behalf of the client; frequent changes in policies and interim directions; reductions in staffing due to illness and quarantine; and overall challenges with coordinating pandemic response and return to work plans with contracted providers."
Section 4. Initial Engagement Analysis,Part 1. Initial Engagement Analysis,65,plain text,,"While Orange County has bus transportation services, most clients use their cars. The Laguna Hills Regional Center faces more challenges as some of their clients live in remote areas that are not accessible to bus lines; therefore, other transportation methods, such as Uber/Lyft are offered on a case-by-case basis"
Section 4. Initial Engagement Analysis,Part 1. Initial Engagement Analysis,65,plain text,,"Orange County has a long-standing commitment to quality improvement. In 2016, we implemented the ""Early Engagement Project,” after a successful pilot in 2015, with the goal of improving our business processes and closing the gaps between CalWORKs approvals, Welfare-To-Work case assignment, and the scheduling of the Orientation and Appraisal Interviews. After the appointments are scheduled, case managers are responsible for confirming the availability of the client, issuing child care and/or ancillary. EQUUS followS up with a reminder phone call the day before Orientation."
Section 4. Initial Engagement Analysis,Part 1. Initial Engagement Analysis,65,plain text,,"During our Caseworker Focus Group, the group identified transportation access, complex family needs, housing instability, and lack of reliable child care as primary concerns for meeting Initial Engagement goals."
Section 4. Initial Engagement Analysis,Part 1. Initial Engagement Analysis,65,page number,,66
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,66,title,,4. Identify unmet needs and service gaps. Describe the CWD process for tracking and addressing these needs.
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,66,title,,1. Do disparities amongst different subpopulations exist?
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,66,title,,Part 2. Demographic Analysis
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,66,title,,Part 2. Demographic Analysis 1. Do disparities amongst different subpopulations exist?
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,66,plain text,,The existing process of early engagement seems to be effective in ensuring immediate initial engagement in WTW activities. Another business practice that has assisted these performance measures is an internal report called Un-assigned Caseloads generated by our Client Engagement System which tracks WTW cases in real-time to ensure assignment within one (1) business day. Supervisors at each region monitor this report to ensure cases are assigned promptly.
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,66,plain text,,"Generally, gaps in services occurred due to challenges related to client readiness to engage such as unidentified transportation needs, lack of reliable child care, and the need for a holistic family assessment and services. Additionally,communication enhancements between WTW case managers, contracted staff, and clients were noted as an opportunity for improvement. Refer to Section 4, Part 1, Question 3 of this self- assessment for more information about the Agency's process for tracking and addressing tr these needs."
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,66,plain text,,"Findings from the Cal-CSA stakeholder meetings, focus groups, and data analysis consistently confirmed that our proactive approach to schedule and engage clients into initial WTW activities has led to above average outcomes for our clients."
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,66,plain text,,"For the purposes of this assessment, the Cal-OAR Team highlighted any disparity of five (5) percentage points or more from the aggregate six-month rate. Due to data de- identification, data was unavailable for some of the review months"
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,66,plain text,,The Cal-OAR Team analyzed the Orientation Attendance Rate and the OCAT/Appraisal Completion Timeliness Rate performance measures using data from July 2021 to December 2021. The First Activity Attendance Rate performance measure was analyzed U using data from April 2021 to September 2021.
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,66,plain text,,Not applicable during the 2021-2026 Cal-OAR cycle e.
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,66,plain text,,5. Identify changes or data trends since the last Cal-OAR process (not applicable during first Cal-OAR cycle). What impact does this have on service delivery and availability of services?
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,66,page number,,67
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,67,plain text,,"All Orange County CW/WTW clients are engaged in initial activities and are assessed for barriers and connected to barrier removal services when appropriate. The Agency has many established policies and procedures in place to ensure services are provided to all clients in an equitable way. To ensure consistency and accountability, case and quality assurance review processes are in place to detect any issues. There are no known identified disparities between the services provided by the Agency; however, there may be variations between the services available at each of the CW/WTW offices, based on capacity and the need of the population being served."
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,67,plain text,,"OCAT/Appraisal Completion Timeliness Rate: Disparities were observed when analyzing data by language. No disparities were observed when analyzing data by age, case type, race/ethnicity, or WTW program status."
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,67,plain text,,The Cal-OAR Team has not identified any contributing factors to the rate variations in the populations listed above. The Cal-OAR Team will continue to explore systemic causes of and contributing factors to disparities and develop meaningful strategies to address them throughout the Cal-CQI process.
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,67,plain text,,"Further assessment will be needed to conduct a comparative analysis between initial activities offered by the Agency and the services available in the community. Additionally, further assessment of data and discussion will be conducted to investigate and determine if disparities exist among various measures and subpopulations"
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,67,plain text,,"First Activity Attendance Rate: No disparities were observed when analyzing data by age, case type, language, race/ethnicity, or WTW program status."
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,67,plain text,,"Language: The OCAT/Appraisal Completion Timeliness Rates of clients whose primary languages are Spanish (35.9%) and ""Other Languages"" (33.8%) were 8.2% and 10.3% lower, respectively, than the aggregate six-month rate of 44.1%."
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,67,plain text,,"2. Are there disparities between the population being served, the services provided, and the services available in the community (either CWD provided or services available in the community)?"
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,67,plain text,,"Orientation Attendance Rate: No disparities were observed when analyzing data by age, case type, language, race/ethnicity, or WTW Program Status."
Section 4. Initial Engagement Analysis,Part 2. Demographic Analysis,67,page number,,68
Section 4. Initial Engagement Analysis,Part 3. Outcome Analysis,68,title,,4. How may the results inform Cal-SIP strategies?
Section 4. Initial Engagement Analysis,Part 3. Outcome Analysis,68,title,,2. How have implemented strategies from the previous Cal- OAR process impacted performance?
Section 4. Initial Engagement Analysis,Part 3. Outcome Analysis,68,title,,3. What effort has the CWD made to address these disparities? Explain what barriers have arisen while addressing the disparities.
Section 4. Initial Engagement Analysis,Part 3. Outcome Analysis,68,title,,3. What were successes and challenges from previous Cal- OAR process?
Section 4. Initial Engagement Analysis,Part 3. Outcome Analysis,68,plain text,,"The Agency's goal is to reduce observed disparities, provide equitable services to all populations, empower communities, and promote equitable outcomes. The Cal-OAR Team will continue to explore systemic causes of and contributing factors to any identified disparities and develop meaningful strategies to address them throughout the Cal-CQI orocess. D"
Section 4. Initial Engagement Analysis,Part 3. Outcome Analysis,68,plain text,,"Following the submission of the Cal-CSA, the Cal-OAR Team will be closely analyzing individual level data available through the Cal-OAR19 reports and will discuss emerging themes from the Cal-CSA and additional research with focus groups and partners."
Section 4. Initial Engagement Analysis,Part 3. Outcome Analysis,68,plain text,,N Not applicable during the 2021-2026 Cal-OAR cycle.
Section 4. Initial Engagement Analysis,Part 3. Outcome Analysis,68,plain text,,N Not applicable during the 2021-2026 Cal-OAR cycle.
Section 4. Initial Engagement Analysis,Part 3. Outcome Analysis,68,plain text,,Not applicable during the 2021-2026 Cal-OAR cycle e.
Section 4. Initial Engagement Analysis,Part 3. Outcome Analysis,68,plain text,,Part 3. Outcome Analysis
Section 4. Initial Engagement Analysis,Part 3. Outcome Analysis,68,plain text,,1. What other performance measures might impact these measures?
Section 4. Initial Engagement Analysis,Part 3. Outcome Analysis,68,plain text,,Not applicable during the 2021-2026 Cal-OAR cycle
Section 4. Initial Engagement Analysis,Part 3. Outcome Analysis,68,plain text,,4. What previous Cal-SIP strategies might the county consider building upon in the next Cal-SIP period? Not applicable during the 2021-2026 Cal-OAR cycle
Section 4. Initial Engagement Analysis,Part 3. Outcome Analysis,68,page number,,69
Section 4. Initial Engagement Analysis,Part 4. System Analysis,69,title,,1. Further assessment by the CWD of its service delivery
Section 4. Initial Engagement Analysis,Part 4. System Analysis,69,title,,"2 2. Describe the process for providing a full-time child care authorization to client (including vouchers, payment, tracking, etc.)."
Section 4. Initial Engagement Analysis,Part 4. System Analysis,69,plain text,,"Upon CalWORKs approval, the WTW case must be transferred and assigned to a case manager within one (1) business day. The assigned regional clerk will monitor the designated mailbox and assign WTW cases and schedule participants for Orientation and Appraisal appointments within three (3) business days."
Section 4. Initial Engagement Analysis,Part 4. System Analysis,69,plain text,,"Supervisors update the Regional case manager calendar, utilized by the regional clerk to schedule Appraisal appointments, indicating when case managers have approved time off. Supervisors are also responsible for monthly report monitoring to ensure clients are being connected to case managers and services promptly after CalWORKs approval. Additionally, the Trigger and Weekly Engagement reports show the number of days clients have yet to be engaged or under-engaged."
Section 4. Initial Engagement Analysis,Part 4. System Analysis,69,plain text,,"Clerical staff verify case manager availability, check the CalWORKs Orientation Sign-in Sheet provided by EQUUS, and review region-specific posted Orientation Schedules, which include the participant language."
Section 4. Initial Engagement Analysis,Part 4. System Analysis,69,plain text,,"Upon assignment of the WTW case, the case manager will receive a softcopy of the WTW Appointment Letter (WTW 9) from the regional clerk, calendar the scheduled appointment in Outlook, update Case Comments as appropriate, call the participant to introduce themselves, and notify the participant of the scheduled appointment. Rescheduling is available and will be offered if either the case manager or client are unavailable. Case managers are required to call the participant one (1) day prior to the scheduled a appointment."
Section 4. Initial Engagement Analysis,Part 4. System Analysis,69,plain text,,"During COVID-19, case managers started to schedule their own appointments upon assignment of the WTW case. However, this change will be revisited by the Divisional Operations Team after the CalSAWS implementation."
Section 4. Initial Engagement Analysis,Part 4. System Analysis,69,plain text,,CalWORKs Clients have access to Stage One (County provided) immediate and continuous full-time child care for 12 consecutive months upon being approved for cash aid if they have an age eligible child. A client is eligible to receive immediate and continuous full-time (unless part-time is specifically requested) child care anytime the
Section 4. Initial Engagement Analysis,Part 4. System Analysis,69,plain text,,Part 4. System Analysis
Section 4. Initial Engagement Analysis,Part 4. System Analysis,69,page number,,70
Section 4. Initial Engagement Analysis,Part 4. System Analysis,70,plain text,,"The CCP 2145 Forms are due by the 5th working day of the month following the month care was provided (but can always be submitted any time after the month). Child care payments are processed within 20 calendar days after receipt (unless anything needs to be corrected or verified). Payments are made for the time the child is in care while the parent is working or in an approved WTW activity and there is an approved Child Care Plan in the system. However, if the child(ren) does not attend but the provider stipulates on their rate sheet or on the Child Care Plan that payment is required regardless of attendance, the Agency will pay the provider. Providers are paid based on their rates or the Regional Market Rate (RMR) whichever is less."
Section 4. Initial Engagement Analysis,Part 4. System Analysis,70,plain text,,"When a client requests child care either in writing or verbally, the caseworker will provide a Child Care Packet for either a licensed provider or non-licensed provider. The clients are given 15 days to return the Child Care Packet. The Child Care Packet needs to be completed by the client, child care provider, and the Agency caseworker. Once the packet is received from the client, the caseworker is required to process the packet within 10 days. The caseworker will review the Child Care Packet to ensure all documents are received and completed correctly. If needed, the caseworker may need to reach out to the client or provider for clarification. If by the 30th day the Child Care Packet is not received, a Child Care Denial NOA is sent to the client. DocuSign eSignature technology has been utilized to ensure required signatures for child care forms are received in a convenient and fast way."
